amount,datetime,type,symbol,price,cost,timestamp
10583.0,2024-03-17T00:49:02.811Z,limit,DOGE/USDT,0.14312,1514.63896,1710636542811
3769.0,2024-03-17T00:49:03.397Z,limit,DOGE/USDT,0.14311,539.38159,1710636543397
3523.0,2024-03-17T00:49:16.576Z,limit,DOGE/USDT,0.14329,504.81067,1710636556576
331.0,2024-03-17T00:49:23.927Z,limit,DOGE/USDT,0.14318,47.39258,1710636563927
7253.0,2024-03-17T00:49:27.074Z,limit,DOGE/USDT,0.14321,1038.70213,1710636567074
8196.0,2024-03-17T00:49:32.418Z,limit,DOGE/USDT,0.14314,1173.17544,1710636572418
2.0,2024-03-17T00:49:40.696Z,limit,DOGE/USDT,0.1429,0.2858,1710636580696
6546.0,2024-03-17T00:49:43.440Z,limit,DOGE/USDT,0.1429,935.4234,1710636583440
525.0,2024-03-17T00:49:47.159Z,limit,DOGE/USDT,0.14289,75.01725,1710636587159
2883.0,2024-03-17T00:50:00.355Z,limit,DOGE/USDT,0.14294,412.09602,1710636600355
7589.0,2024-03-17T00:50:11.309Z,limit,DOGE/USDT,0.14281,1083.78509,1710636611309
4930.0,2024-03-17T00:50:13.936Z,limit,DOGE/USDT,0.14289,704.4477,1710636613936
7302.0,2024-03-17T00:50:29.917Z,limit,DOGE/USDT,0.14258,1041.11916,1710636629917
7676.0,2024-03-17T00:50:52.059Z,limit,DOGE/USDT,0.14218,1091.37368,1710636652059
2.0,2024-03-17T00:50:54.002Z,limit,DOGE/USDT,0.14213,0.28426,1710636654002
9397.0,2024-03-17T00:50:59.880Z,limit,DOGE/USDT,0.14211,1335.40767,1710636659880
1583.0,2024-03-17T00:51:02.241Z,limit,DOGE/USDT,0.14222,225.13426,1710636662241
11053.0,2024-03-17T00:51:02.793Z,limit,DOGE/USDT,0.14221,1571.84713,1710636662793
6913.0,2024-03-17T00:51:05.936Z,limit,DOGE/USDT,0.1422,983.0286,1710636665936
5688.0,2024-03-17T00:51:08.056Z,limit,DOGE/USDT,0.14219,808.77672,1710636668056
10135.0,2024-03-17T00:51:12.259Z,limit,DOGE/USDT,0.14209,1440.08215,1710636672259
5966.0,2024-03-17T00:51:13.820Z,limit,DOGE/USDT,0.14216,848.12656,1710636673820
10830.0,2024-03-17T00:51:14.863Z,limit,DOGE/USDT,0.14225,1540.5675,1710636674863
10415.0,2024-03-17T00:51:23.262Z,limit,DOGE/USDT,0.14224,1481.4296,1710636683262
5841.0,2024-03-17T00:51:27.495Z,limit,DOGE/USDT,0.14241,831.81681,1710636687495
1562.0,2024-03-17T00:51:28.598Z,limit,DOGE/USDT,0.14241,222.44442,1710636688598
14579.0,2024-03-17T00:51:30.212Z,limit,DOGE/USDT,0.14234,2075.17486,1710636690212
5987.0,2024-03-17T00:51:31.771Z,limit,DOGE/USDT,0.14235,852.24945,1710636691771
5758.0,2024-03-17T00:51:42.802Z,limit,DOGE/USDT,0.1422,818.7876,1710636702802
2630.0,2024-03-17T00:51:49.231Z,limit,DOGE/USDT,0.1422,373.986,1710636709231
7995.0,2024-03-17T00:51:56.653Z,limit,DOGE/USDT,0.14219,1136.80905,1710636716653
9009.0,2024-03-17T00:52:05.180Z,limit,DOGE/USDT,0.14212,1280.35908,1710636725180
15042.0,2024-03-17T00:52:18.459Z,limit,DOGE/USDT,0.14216,2138.37072,1710636738459
14003.0,2024-03-17T00:52:23.175Z,limit,DOGE/USDT,0.14209,1989.68627,1710636743175
12374.0,2024-03-17T00:52:33.162Z,limit,DOGE/USDT,0.1421,1758.3454,1710636753162
7279.0,2024-03-17T00:52:49.612Z,limit,DOGE/USDT,0.14194,1033.18126,1710636769612
8944.0,2024-03-17T00:53:02.828Z,limit,DOGE/USDT,0.14209,1270.85296,1710636782828
10508.0,2024-03-17T00:53:08.679Z,limit,DOGE/USDT,0.14203,1492.45124,1710636788679
238.0,2024-03-17T00:53:12.362Z,limit,DOGE/USDT,0.14187,33.76506,1710636792362
16418.0,2024-03-17T00:53:16.070Z,limit,DOGE/USDT,0.1419,2329.7142,1710636796070
11957.0,2024-03-17T00:53:17.093Z,limit,DOGE/USDT,0.14193,1697.05701,1710636797093
4371.0,2024-03-17T00:53:27.085Z,limit,DOGE/USDT,0.14199,620.63829,1710636807085
2.0,2024-03-17T00:53:34.167Z,limit,DOGE/USDT,0.14181,0.28362,1710636814167
13287.0,2024-03-17T00:53:36.821Z,limit,DOGE/USDT,0.1418,1884.0966,1710636816821
2747.0,2024-03-17T00:53:40.221Z,limit,DOGE/USDT,0.14169,389.22243,1710636820221
4.0,2024-03-17T00:53:41.236Z,limit,DOGE/USDT,0.14169,0.56676,1710636821236
1.0,2024-03-17T00:53:41.281Z,limit,DOGE/USDT,0.14164,0.14164,1710636821281
9162.0,2024-03-17T00:53:43.506Z,limit,DOGE/USDT,0.14165,1297.7973,1710636823506
