type,symbol,amount,cost,datetime,timestamp,price
,DOGE/USD,7e-05,1.09018e-05,2024-03-23T01:04:05.675Z,1711155845675,0.15574
,DOGE/USD,0.000253,3.940475e-05,2024-03-23T01:04:05.675Z,1711155845675,0.15575
,DOGE/USD,283.999677,44.23862968629,2024-03-23T01:04:05.675Z,1711155845675,0.15577
,DOGE/USD,0.000323,5.031371e-05,2024-03-23T01:04:05.680Z,1711155845680,0.15577
,DOGE/USD,64.192677,9.99993522306,2024-03-23T01:04:05.680Z,1711155845680,0.15578
,DOGE/USD,0.000416,6.480448e-05,2024-03-23T01:04:25.179Z,1711155865179,0.15578
,DOGE/USD,0.205958,0.03208413724,2024-03-23T01:04:31.571Z,1711155871571,0.15578
,DOGE/USD,0.206374,0.03214894172,2024-03-23T01:04:31.571Z,1711155871571,0.15578
,DOGE/USD,0.206368,0.03214800704,2024-03-23T01:04:31.571Z,1711155871571,0.15578
,DOGE/USD,6e-06,9.3468e-07,2024-03-23T01:04:43.927Z,1711155883927,0.15578
,DOGE/USD,0.20648,0.032148936,2024-03-23T01:04:43.927Z,1711155883927,0.1557
,DOGE/USD,0.206414,0.0321386598,2024-03-23T01:04:43.927Z,1711155883927,0.1557
,DOGE/USD,1286.8776,200.17381068,2024-03-23T01:05:04.736Z,1711155904736,0.15555
,DOGE/USD,8.1e-05,1.259955e-05,2024-03-23T01:05:09.312Z,1711155909312,0.15555
,DOGE/USD,0.413419,0.06428252031,2024-03-23T01:05:09.312Z,1711155909312,0.15549
,DOGE/USD,0.206414,0.0321489805,2024-03-23T01:05:24.485Z,1711155924485,0.15575
,DOGE/USD,0.4128,0.064285344,2024-03-23T01:05:28.341Z,1711155928341,0.15573
,DOGE/USD,0.2064,0.032169504,2024-03-23T01:05:32.499Z,1711155932499,0.15586
,DOGE/USD,1486.4939,231.684939254,2024-03-23T01:06:14.870Z,1711155974870,0.15586
,DOGE/USD,913.2997,142.346891242,2024-03-23T01:06:14.871Z,1711155974871,0.15586
,DOGE/USD,1000.0,155.95,2024-03-23T01:06:20.866Z,1711155980866,0.15595
,DOGE/USD,362.2235,56.49237706,2024-03-23T01:06:20.875Z,1711155980875,0.15596
,DOGE/USD,2.2e-05,3.43112e-06,2024-03-23T01:09:23.918Z,1711156163918,0.15596
,DOGE/USD,325.276478,50.78866927492,2024-03-23T01:09:23.918Z,1711156163918,0.15614
,DOGE/USD,448.1924,69.980761336,2024-03-23T01:09:23.919Z,1711156163919,0.15614
,DOGE/USD,7.8e-05,1.217892e-05,2024-03-23T01:09:23.924Z,1711156163924,0.15614
,DOGE/USD,6.642022,1.03741741618,2024-03-23T01:09:23.924Z,1711156163924,0.15619
,DOGE/USD,0.000111,1.733709e-05,2024-03-23T01:09:23.924Z,1711156163924,0.15619
,DOGE/USD,37.453989,5.8503130818,2024-03-23T01:09:23.924Z,1711156163924,0.1562
,DOGE/USD,0.000128,1.99936e-05,2024-03-23T01:09:23.954Z,1711156163954,0.1562
,DOGE/USD,9.259872,1.44704019744,2024-03-23T01:09:23.954Z,1711156163954,0.15627
,DOGE/USD,0.000164,2.562828e-05,2024-03-23T01:09:53.735Z,1711156193735,0.15627
,DOGE/USD,4.622536,0.7227335036,2024-03-23T01:09:53.735Z,1711156193735,0.15635
,DOGE/USD,0.000201,3.142635e-05,2024-03-23T01:09:53.736Z,1711156193736,0.15635
,DOGE/USD,76.269953,11.92556985108,2024-03-23T01:09:53.736Z,1711156193736,0.15636
,DOGE/USD,21.401246,3.34651283702,2024-03-23T01:09:53.736Z,1711156193736,0.15637
,DOGE/USD,0.000276,4.315812e-05,2024-03-23T01:09:53.771Z,1711156193771,0.15637
,DOGE/USD,0.205424,0.03212625936,2024-03-23T01:09:53.771Z,1711156193771,0.15639
,DOGE/USD,0.000309,4.832451e-05,2024-03-23T01:10:04.284Z,1711156204284,0.15639
,DOGE/USD,0.616791,0.09650311986,2024-03-23T01:10:04.284Z,1711156204284,0.15646
,DOGE/USD,0.000378,5.914188e-05,2024-03-23T01:11:39.763Z,1711156299763,0.15646
,DOGE/USD,369.023541,57.78539628519,2024-03-23T01:11:39.763Z,1711156299763,0.15659
,DOGE/USD,63.860661,9.99994090599,2024-03-23T01:11:39.763Z,1711156299763,0.15659
,DOGE/USD,0.000378,5.919102e-05,2024-03-23T01:11:39.763Z,1711156299763,0.15659
,DOGE/USD,133.5884,20.929294628,2024-03-23T01:13:08.893Z,1711156388893,0.15667
,DOGE/USD,9.5e-05,1.488365e-05,2024-03-23T01:13:28.440Z,1711156408440,0.15667
,DOGE/USD,383.104905,60.02104546635,2024-03-23T01:13:28.440Z,1711156408440,0.15667
,DOGE/USD,335.2169,52.642461976,2024-03-23T01:13:40.006Z,1711156420006,0.15704
